0,0.0,0.1917808219178082
1,0.3194444444444444,0.8464912280701754
1,0.04419889502762431,0.3160621761658031
0,0.0,0.24257425742574257
0,0.0,0.16117216117216118
0,0.0,0.30165289256198347
1,0.15028901734104047,0.484304932735426
0,0.0,0.2708333333333333
0,0.0,0.22395833333333334
1,0.7,0.9
1,0.39855072463768115,0.8940397350993378
1,0.4329268292682927,0.8232044198895028
1,0.1951219512195122,0.45977011494252873
0,0.0,0.3055555555555556
0,0.0,0.2826086956521739
1,0.625,0.7888888888888889
0,0.0,0.3246753246753247
1,0.9418604651162791,1.0
1,0.0,0.36893203883495146
1,0.02926829268292683,0.4166666666666667
1,0.2831858407079646,0.4898785425101215
0,0.0,0.21875
1,0.025974025974025976,0.5163934426229508
1,0.07453416149068323,0.4725274725274725
1,0.4334470989761092,0.6064516129032258
1,0.038834951456310676,0.536697247706422
1,0.2661290322580645,0.39436619718309857
1,0.0,0.3431372549019608
0,0.0,0.15302491103202848
1,0.04201680672268908,0.4559386973180077
1,0.3705357142857143,0.82
1,0.30405405405405406,0.45
0,0.0,0.22935779816513763
0,0.0,0.16535433070866143
0,0.0,0.26046511627906976
1,0.5824742268041238,0.6699029126213593
0,0.0,0.3551912568306011
0,0.0,0.23376623376623376
1,0.116751269035533,0.3492647058823529
1,0.005,0.3476190476190476
1,0.20245398773006135,0.5677233429394812
1,0.15862068965517243,0.774390243902439
1,0.0,0.19298245614035087
0,0.0,0.21818181818181817
0,0.0,0.26666666666666666
0,0.0,0.22110552763819097
0,0.0,0.2289156626506024
0,0.0,0.1722488038277512
0,0.0,0.23684210526315788
1,0.014925373134328358,0.29493087557603687
1,0.10655737704918032,0.5037593984962406
1,0.76,0.9117647058823529
1,0.8333333333333334,0.9923076923076923
0,0.0,0.2833333333333333
0,0.0,0.2616822429906542
1,0.0,0.6470588235294118
1,0.13333333333333333,0.85
0,0.0,0.2350230414746544
1,0.23,0.6619718309859155
1,0.1694915254237288,0.7911111111111111
1,0.8333333333333334,0.9298245614035088
0,0.0,0.2230769230769231
1,0.025906735751295335,0.4900990099009901
1,0.0,0.25203252032520324
0,0.0,0.22767857142857142
1,0.2532188841201717,0.6437246963562753
1,0.0,0.24271844660194175
1,0.7419354838709677,0.8395061728395061
1,0.20603015075376885,0.2830188679245283
0,0.0,0.16176470588235295
